Store Code,POD code,Bills,Amount,Ave Bill
PH,Others,181,267320,1476.91
HI,D-03,5,7395,1479
OL,C-03,113,167338,1480.87
TC,F-01,232,343761,1481.73
CF,I-07,17,25236,1484.47
HH,I-04,771,1144877,1484.92
KT,99,7,10460,1494.29
SK,U-07,435,651356,1497.37
HJ,D-06,130,194983,1499.87
OL,X-99,96,144257,1502.68
TS,99,4,6011,1502.75
JC,X-99,118,177551,1504.67
TI,H-02,544,820479,1508.23
YW,99,10,15107,1510.7
JA,99,2,3023,1511.5
JU,X-98,1,1512,1512
SW,Others,287,434271,1513.14
LG,X-99,1,1522,1522
TL,B-99,8,12185,1523.13
HU,E-03,43,65502,1523.3
MH,C-05,126,192403,1527.01
TC,E-25,13,19865,1528.08
SN,L-04,196,300231,1531.79
CF,D-05,65,99592,1532.18
TF,K-04,487,746382,1532.61
TL,I-05,2,3066,1533
AN,E-06,13,19932,1533.23
MX,X-99,15,23030,1535.33
NC,99,8,12290,1536.25
SW,U-03,52,80101,1540.4
YW,E-02,615,948443,1542.18
NZ,E-08,597,924463,1548.51
CL,99,4,6202,1550.5
KS,X-99,15,23306,1553.73
HK,F-13,15,23352,1556.8
HH,G-04,394,614204,1558.89
CF,H-11,45,70279,1561.76
TI,99,4,6249,1562.25
AP,99,2,3136,1568
WQ,C-03,52,81835,1573.75
CF,I-11,67,105655,1576.94
NC,K-08,46,72560,1577.39
TC,99,2,3157,1578.5
TH,E-44,30,47426,1580.87
SU,D-07,1032,1635338,1584.63
SU,E-09,479,759328,1585.24
NC,C-05,1,1588,1588
KT,A-04,11,17481,1589.18
HJ,F-06,128,203669,1591.16
PJ,C-11,42,66870,1592.14
MJ,99,3,4784,1594.67
SM,C-03,35,55872,1596.34
FS,C-08,43,68813,1600.3
NY,5,5,8005,1601
HK,D-14,56,89897,1605.3
UG,X-98,112,179819,1605.53
QD,X-99,2,3216,1608
CF,H-10,45,72460,1610.22
CF,H-06,31,49985,1612.42
IL,E-03,45,72700,1615.56
MG,F-03,205,331583,1617.48
YW,H-05,3,4854,1618
SU,E-08,1535,2487634,1620.61
SK,U-05,323,523517,1620.8
HU,E-99,1,1627,1627
LD,K-05,19,31021,1632.68
DA,99,5,8166,1633.2
HJ,F-07,239,391307,1637.27
PN,X-98,17,28105,1653.24
CT,J-03,9,14880,1653.33
TH,E-45,5,8276,1655.2
HJ,C-07,220,365851,1662.96
KF,I-05,75,124771,1663.61
DD,99,6,9985,1664.17
RS,D-02,1083,1802618,1664.47
KW,99,5,8340,1668
NS,G-08,8,13396,1674.5
HH,G-05,705,1184295,1679.85
LC,X-98,9,15126,1680.67
OL,G-07,88,147937,1681.1
SK,D-06,2,3364,1682
DD,H-08,70,117949,1684.99
JG,X-99,22,37087,1685.77
SS,99,3,5059,1686.33
KD,2,1,1687,1687
MJ,I-07,2,3376,1688
TH,F-33,108,182937,1693.86
YT,99,2,3388,1694
DD,E-08,34,57641,1695.32
WQ,99,5,8490,1698
WJ,D-09,20,33982,1699.1
CR,99,3,5119,1706.33
PW,D-05,91,155326,1706.88
TC,D-22,1,1709,1709
TH,E-63,73,124970,1711.92
CF,I-04,104,178221,1713.66
DD,F-08,66,113108,1713.76
GS,99,2,3428,1714
TF,E-02,2,3434,1717
LD,B-02,49,84245,1719.29
SK,99,5,8602,1720.4
CF,H-09,41,70555,1720.85
NS,C-06,157,270244,1721.3
PZ,Others,195,337799,1732.3
HD,99,4,6971,1742.75
GH,X-98,2,3486,1743
MA,99,10,17446,1744.6
LY,G-06,31,54122,1745.87
ZK,D-05,353,617752,1750.01
YP,Others,260,458665,1764.1
PF,X-99,2,3535,1767.5
SW,A-01,270,478917,1773.77
CF,I-06,49,86963,1774.76
UC,99,6,10705,1784.17
SK,U-03,2,3576,1788
PL,C-07,53,94887,1790.32
KS,C-05,20,35810,1790.5
HJ,G-07,202,362958,1796.82
CF,I-05,41,73947,1803.59
IC,X-99,124,224056,1806.9
LY,G-05,86,155570,1808.95
DN,F-08,64,115897,1810.89
PT,B-07,55,99763,1813.87
HU,F-05,88,160491,1823.76
TH,F-31,42,77274,1839.86
HJ,G-06,123,227299,1847.96
KS,D-08,29,53693,1851.48
HZ,B-02,1,1863,1863
CK,99,2,3735,1867.5
HU,X-98,8,14990,1873.75
TH,G-61,11,20617,1874.27
TE,D-04,110,206345,1875.86
TY,99,4,7517,1879.25
JP,99,1,1888,1888
CF,I-09,25,47263,1890.52
DD,B-09,377,715098,1896.81
SK,U-04,200,380303,1901.52
HG,X-99,88,167456,1902.91
CF,H-05,23,43784,1903.65
PE,X-99,79,150871,1909.76
MG,C-05,405,774365,1912.01
KZ,X-99,15,28697,1913.13
JB,B-02,2,3827,1913.5
WZ,E4,1,1918,1918
AP,X-99,1,1918,1918
JB,99,3,5773,1924.33
LJ,X-99,44,84741,1925.93
TF,99,1,1926,1926
DA,C-02,27,52158,1931.78
QX,Others,64,124200,1940.63
KD,99,7,13594,1942
WZ,E-04,235,458733,1952.06
YS,G-05,38,74558,1962.05
DL,99,1,1963,1963
XW,V-99,1,1963,1963
PN,Others,427,839325,1965.63
HH,99,3,5931,1977
YS,G-9,1,1978,1978
HJ,J-07,591,1171675,1982.53
KF,99,4,7954,1988.5
TK,G-06,1,1996,1996
DU,99,1,2003,2003
HK,E-12,26,52136,2005.23
HJ,I-07,436,876625,2010.61
TC,C-22,3,6037,2012.33
MD,99,1,2018,2018
IL,E-08,1,2029,2029
TE,99,1,2032,2032
FA,99,5,10183,2036.6
PM,G-05,1,2037,2037
JD,99,1,2038,2038
EH,Others,138,283010,2050.8
XL,D-08,1,2055,2055
MS,99,2,4160,2080
NZ,99,2,4175,2087.5
IL,99,3,6282,2094
HS,99,2,4197,2098.5
TW,F-06,8,16800,2100
DU,X-99,19,40049,2107.84
YS,99,3,6342,2114
TD,89,3,6378,2126
TC,D-13,2,4260,2130
LD,99,7,14997,2142.43
LF,2,3,6495,2165
ZK,99,2,4334,2167
JE,Others,162,357191,2204.88
SK,I-05,1,2218,2218
WT,99,4,8892,2223
WQ,F-09,10,22252,2225.2
TG,E-06,2,4480,2240
NZ,Others,708,1592296,2249.01
FG,C-05,3,6803,2267.67
PC,J-05,17,38720,2277.65
DK,99,1,2308,2308
CF,H-04,37,85684,2315.78
DZ,X-99,1,2333,2333
CA,99,4,9373,2343.25
RM,X-99,11,25787,2344.27
TD,Others,360,845951,2349.86
CF,H-03,39,91879,2355.87
TH,E-43,15,35701,2380.07
CK,7,1,2382,2382
DD,4,3,7153,2384.33
HL,99,1,2392,2392
XH,X-99,11,26593,2417.55
CZ,X-99,15,36310,2420.67
YM,Others,164,402509,2454.32
RZ,99,1,2483,2483
KG,99,3,7449,2483
HJ,99,3,7473,2491
TZ,4,1,2528,2528
MQ,J-04,1,2546,2546
SK,X-99,5,12780,2556
TY,C-01,1,2563,2563
NA,99,11,28819,2619.91
XW,N-05,3,7878,2626
YK,D-05,2,5254,2627
HM,X-99,10,26573,2657.3
FS,H-10,17,47180,2775.29
SU,99,4,11136,2784
JH,X-99,8,22497,2812.13
PL,A-08,17,48021,2824.76
MZ,99,3,8551,2850.33
JE,E-99,1,2876,2876
KZ,E-04,85,244783,2879.8
MS,G-08,1,2970,2970
YL,4,2,5948,2974
HU,99,1,3101,3101
CT,99,2,6246,3123
JN,9,1,3135,3135
JC,99,1,3174,3174
CF,H-07,24,76495,3187.29
LT,X-99,57,183737,3223.46
NC,H-06,2,6873,3436.5
YL,99,2,7077,3538.5
PW,K-07,9,32398,3599.78
CF,H-08,27,101297,3751.74
YK,X-99,1,3776,3776
MT,4,1,3894,3894
TH,E-66,26,102430,3939.62
KT,D-08,1,3944,3944
YP,X-99,86,353128,4106.14
KI,X-99,31,127673,4118.48
DL,H-07,4,16680,4170
UC,X-99,7,29236,4176.57
LD,X-99,2,9817,4908.5
LH,X-99,4,19700,4925
TA,99,2,10175,5087.5
PL,B-08,105,538466,5128.25
SF,99,1,5185,5185
MD,X-99,7,37433,5347.57
DL,H-06,4,22485,5621.25
DL,J-06,5,28416,5683.2
LI,99,1,5944,5944
QX,X-99,4,24072,6018
LD,3,2,13681,6840.5
PH,X-99,4,29004,7251
XW,W-99,4,37625,9406.25
TN,C-03,1,18000,18000
NZ,F-03,1,24356,24356
